	Catalog Name	Course Name	Department
1586	ENGL 17950	The Declaration of Independence	ENGL
1587	ENGL 18108	Culture and the Police	ENGL
1588	ENGL 18250	Irish Literature and Cinema	ENGL
1589	ENGL 18252	British and Irish Cinema Since 1930	ENGL
1590	ENGL 18600	Zizek on Film	ENGL
1591	ENGL 19205	Poetry in the Land of Childhood	ENGL
1592	ENGL 19500	Mary Wollstonecraft and Mary Shelley	ENGL
1593	ENGL 19902	Virginia Woolf and the Bloomsbury Group	ENGL
1594	ENGL 19960	Comedy from the Margins	ENGL
1595	ENGL 19970	Organized Crime Fiction	ENGL
1596	ENGL 20000	History of the English Language	ENGL
1597	ENGL 20140	London: From Industrial City to Financial Center	ENGL
1598	ENGL 20148	English Renaissance Verse and the Poetics of Place	ENGL
1599	ENGL 20158	Living (in) London: Human City, Urban Spaces, Metropolitan Encounters	ENGL
1600	ENGL 20161	21st Century Ethnic American Literature	ENGL
1601	ENGL 20162	Eighteenth-Century Black Lives: Black London in and Around Abolition	ENGL
1602	ENGL 20170	Experiments in Kinship and Care	ENGL
1603	ENGL 20171	Robots, animals, technologies: Science fiction and the more-than-human	ENGL
1604	ENGL 20180	Women Writing God	ENGL
1605	ENGL 20182	Early Modern Loss and Longing	ENGL
1606	ENGL 20190	The Gender of Modernity	ENGL
1607	ENGL 20212	Romantic Natures	ENGL
1608	ENGL 20224	Water Worlds	ENGL
1609	ENGL 20226	Subgenres of British Romantic Fiction: Gothic, Historical, Courtship	ENGL
1610	ENGL 20228	William Blake: Poet, Painter, and Prophet	ENGL
1611	ENGL 20230	Iconology East and West	ENGL
1612	ENGL 20242	Structural -isms	ENGL
1613	ENGL 20250	Means of Production I: Contemporary Literary Publishing (Books)  100 Units	ENGL
1614	ENGL 20252	Means of Production II: Contemporary Literary Publishing (Magazines)  100 Units	ENGL
1615	ENGL 20260	Housekeeping: Domestic Drama and Material Culture	ENGL
1616	ENGL 20266	Coming of Age: Autobiography, Bildungsroman, and Memoir in Victorian Britain and its Empire	ENGL
1617	ENGL 20304	Medieval Romance	ENGL
1618	ENGL 20360	Shrews! Unladylike Conduct on Stage and Page in Early Modern England	ENGL
1619	ENGL 20422	Black Girlhood	ENGL
1620	ENGL 20458	Faeries, Demons and Alchemists: Science, Magic and the Supernatural in Early Modern England	ENGL
1621	ENGL 20460	Renaissance Now	ENGL
1622	ENGL 20464	The Lives of Others	ENGL
1623	ENGL 20562	Renaissance Freedoms	ENGL
1624	ENGL 20565	Postcolonial Aesthetics	ENGL
1625	ENGL 20566	Performing Skateboard Poetics: Style, Motion, and Space	ENGL
1626	ENGL 20720	Film and Fiction	ENGL
1627	ENGL 20750	The Adventures of Augie March	ENGL
1628	ENGL 21210	The Enterprise of Middlemarch	ENGL
1629	ENGL 21212	Postcolonial Bildungsroman	ENGL
1630	ENGL 21215	Hamlet: Adventures of a Text	ENGL
1631	ENGL 21301	James Joyce: Ulysses	ENGL
1632	ENGL 21360	Gender, Capital, and Desire: Jane Austen and Critical Interpretation	ENGL
1633	ENGL 21370	Ships, Tyrants, and Mutineers	ENGL
1634	ENGL 21420	Futures Other Than Ours: Science Fiction and Utopia	ENGL
1635	ENGL 21644	American Muckrakers: The Literature of Exposé, 1900/2000	ENGL
1636	ENGL 21690	Empire and the Novel	ENGL
1637	ENGL 21692	Mapping Racial Formations of Citizenship through the Novel	ENGL
1638	ENGL 21710	Rocks, plants, ecologies: science fiction and the more-than-human	ENGL
1639	ENGL 21720	Science fiction against the state	ENGL
1640	ENGL 21926	People, Places, Things:  Victorian Novel Survey	ENGL
1641	ENGL 22200	Marxist Literary Criticism: Fredric Jameson	ENGL
1642	ENGL 22212	Special Topics in Criticism and Theory: Gender and Sexuality	ENGL
1643	ENGL 22352	Black Game Theory	ENGL
1644	ENGL 22360	Working 9 to 5	ENGL
1645	ENGL 22408	Trans Genres	ENGL
1646	ENGL 22434	Extinction, Disaster, Dystopia: Environment and Ecology in the Indian Subcontinent	ENGL
1647	ENGL 22444	Arts of Life	ENGL
1648	ENGL 22680	Queering the American Family Drama	ENGL
1649	ENGL 22817	Pale Fire	ENGL
1650	ENGL 22930	Intro to Critical Race Theory	ENGL
1651	ENGL 23120	Translation Theory and Practice	ENGL
1652	ENGL 23306	Writing after Windrush	ENGL
1653	ENGL 23421	Transcontinental Romanticism	ENGL
1654	ENGL 23708	The Poetry and Prose of Thomas Hardy	ENGL
1655	ENGL 24119	Literature and Citizenship	ENGL
1656	ENGL 24240	Drama Queens: Women Playwrights in the Renaissance	ENGL
1657	ENGL 24252	Black Quietude	ENGL
1658	ENGL 24255	America's Literary Scientists	ENGL
1659	ENGL 24503	20th Century American Drama	ENGL
1660	ENGL 24510	Kawaii (cuteness) culture in Japan and the world	ENGL
1661	ENGL 24526	Forms of Autobiography in the Twentieth and Twenty-First Centuries	ENGL
1662	ENGL 24528	Seeing Ourselves: Photography and Literary Non-Fiction	ENGL
1663	ENGL 24540	Islands and Otherness	ENGL
1664	ENGL 24655	"Forgeries and Flippancies: Literary ""Fakes""  100 Units"	ENGL
1665	ENGL 24951	Animals, Ethics and Religion	ENGL
1666	ENGL 24960	California Fictions: Literature and Cinema 1945-2018	ENGL
1667	ENGL 25318	Literary Radicalism and the Global South: Perspectives from South Asia	ENGL
1668	ENGL 25320	Debate, Dissent, Deviate: Literary Modernities in South Asia	ENGL
1669	ENGL 25945	Digital Storytelling	ENGL
1670	ENGL 25970	Alternate Reality Games:  Theory and Production	ENGL
1671	ENGL 26002	Literature and Hunger	ENGL
1672	ENGL 26017	Literary Biography	ENGL
1673	ENGL 26018	Poetry and Trauma: Hayden, Lowell, Plath	ENGL
1674	ENGL 26150	American Literature and Photography	ENGL
1675	ENGL 26223	Elizabeth Bishop and Robert Lowell	ENGL
1676	ENGL 26230	Death Panels: Exploring dying and death through comics	ENGL
1677	ENGL 26249	Literature and the Financial Crisis of 2008	ENGL
1678	ENGL 26250	Richer and Poorer: Income Inequality	ENGL
1679	ENGL 26252	The Moment of Raisin	ENGL
1680	ENGL 26411	Milton and Blake: Conceptions of the Christian Epic	ENGL
1681	ENGL 26614	T	ENGL
1682	ENGL 26710	Eccentric Moderns	ENGL
1683	ENGL 26855	Queer Theory	ENGL
1684	ENGL 27012	Reading the Known World: Medieval Travel Genres	ENGL
1685	ENGL 27013	Being Corporate	ENGL
1686	ENGL 27015	Graphic Medicine: Comic Creation as Knowledge Formation	ENGL
1687	ENGL 27017	Passing	ENGL
1688	ENGL 27102	Dissident Lit	ENGL
1689	ENGL 27533	Fugitive Poetics: Slaves, Runaways, Exiles, and Nineteenth-Century American Poetry	ENGL
1690	ENGL 27537	"Poetry for the People"": Global Black Politics and Culture in the Age of Marcus Garvey"	ENGL
1691	ENGL 27554	Unfinished Business: Revenge and Narrative Form	ENGL
1692	ENGL 27555	Forms of Labor in Caribbean Literature	ENGL
1693	ENGL 27583	21st Century American Drama	ENGL
1694	ENGL 27600	Cinema in Africa	ENGL
1695	ENGL 27700	Sensing the Anthropocene	ENGL
1696	ENGL 27703	Queer Modernism	ENGL
1697	ENGL 27708	Feeling Brown, Feeling Down	ENGL
1698	ENGL 27710	Race and Governmentality in Transnational Literature	ENGL
1699	ENGL 27711	What is Literature For?: Theories of Literary Value	ENGL
1700	ENGL 27714	Reproductive citizens: sex, work, and embodiment	ENGL
1701	ENGL 27815	Appropriations and Impostures	ENGL
1702	ENGL 28211	Intro to Religion and Literature: Dramatic Encounters	ENGL
1703	ENGL 28510	Mythologies of America: 19th Century Novels	ENGL
1704	ENGL 28619	Postcolonial Openings: World Literature after 1955	ENGL
1705	ENGL 28710	On Fear and Loathing:  Negative Affect and the American Novel	ENGL
1706	ENGL 28872	Jews in Nazi Germany: Lion Feuchtwanger's novel The Oppermanns in historical context	ENGL
1707	ENGL 28902	Dostoevsky:  The Idiot	ENGL
1708	ENGL 28916	Nabokov:  Lolita	ENGL
1709	ENGL 28918	Comparative Literature - Theory and Practice	ENGL
1710	ENGL 29300-29600	History of International Cinema I-II	ENGL
1711	ENGL 29300	History of International Cinema I: Silent Era	ENGL
1712	ENGL 29600	History of International Cinema II: Sound Era to 1960	ENGL
1713	ENGL 29700	Reading Course	ENGL
1714	ENGL 29900	Independent BA Paper Preparation	ENGL
1715	ENSC 13300	The Atmosphere	ENSC
1716	ENSC 13400	Global Warming: Understanding the Forecast	ENSC
1717	ENSC 13410	Global Warming: Understanding the Forecast (Flipped Class)  100 Units	ENSC
1718	ENSC 21100	Energy:  Science, Technology, and Human Usage	ENSC
1719	ENSC 23600	Chemical Oceanography	ENSC
1720	ENSC 23800	Global Biogeochemical Cycles	ENSC
1721	ENSC 23820	Biogeochemical Analysis in Terrestrial and Aquatic Ecosystems  Marine Biological Laboratory	ENSC
1722	ENSC 23900	Environmental Chemistry	ENSC
1723	ENSC 24000	Geobiology	ENSC
1724	ENSC 24100	Ecology - Marine Biological Laboratory	ENSC
1725	ENSC 24200	Methods in Microbial Ecology - Marine Biological Laboratory	ENSC
1726	ENSC 24300	Roles of Animals in Ecosystems  Marine Biological Laboratory	ENSC
1727	ENSC 24400	Ecology and Conservation	ENSC
1728	ENSC 24500	Environmental Microbiology	ENSC
1729	ENSC 24600	Marine Ecosystems: From Microbiomes, to Conservation, Climate & Beyond	ENSC
1730	ENSC 24800	Climate Systems Engineering	ENSC
1731	ENSC 25000	Biological Oceanography	ENSC
1732	ENSC 28100	Quantitative Environmental Analyses  Marine Biological Laboratory	ENSC
1733	ENSC 29002	Field Course in Modern and Ancient Environments	ENSC
1734	ENSC 29700	Reading and Research in Environmental Science	ENSC
1735	ENSC 29800	Independent Undergraduate Research in Environmental Sciences Marine Biological Laboratory	ENSC
1736	ENST 12105	Sex and Gender in The City	ENST
1737	ENST 12300	Global Warming: Understanding the Forecast	ENST
1738	ENST 12402	Life Through a Genomic Lens	ENST
1739	ENST 12550	Environmental Justice in Principle and Practice	ENST
1740	ENST 12704	Writing Persuasion: Health and Environment	ENST
1741	ENST 13132	Ecology in the Anthropocene	ENST
1742	ENST 13300	The Atmosphere	ENST
1743	ENST 13410	Global Warming: Understanding the Forecast (Flipped Class)  100 Units	ENST
1744	ENST 20011	Climate Change, Environment, and Society	ENST
1745	ENST 20012	The Politics of Environmental Knowledge	ENST
1746	ENST 20013	Global Environmental Change	ENST
1747	ENST 20150	Sustainable Urban Development	ENST
1748	ENST 20151	Pacific Worlds: Race, Gender, Health, and the Environment	ENST
1749	ENST 20160	Cities on Screen	ENST
1750	ENST 20164	Exhibiting the Environmental Humanities: Curatorial Practicum	ENST
1751	ENST 20170	Pandemics, Urban Space, and Public Life	ENST
1752	ENST 20180	Writing the City	ENST
1753	ENST 20250	Introduction to Statistical Concepts and Methods	ENST
1754	ENST 20252	Urban Innovation: Cultural Place Making and Scenescapes	ENST
1755	ENST 20253	Introduction to Spatial Data Science	ENST
1756	ENST 20300	The Science, History, Policy, and Future of Water	ENST
1757	ENST 20336	Researching Chicago's Historic Parks and Neighborhoods	ENST
1758	ENST 20506	Cities, Space, Power: Introduction to urban social science	ENST
1759	ENST 20519	Spatial Cluster Analysis	ENST
1760	ENST 20521	Sociology of urban planning: cities, territories, environments	ENST
1761	ENST 20550	Computing for the Social Sciences	ENST
1762	ENST 20704	Traveling Studio: From Detail to City at Taliesin	ENST
1763	ENST 20806	Remaking the Prairie: The Cultural Politics of Ecological Restoration	ENST
1764	ENST 21020	Is Humanity Doomed?  100 Units	ENST
1765	ENST 21201	Human Impact on the Global Environment	ENST
1766	ENST 21207	Ecocentrism and Environmental Racism	ENST
1767	ENST 21301	Making the Natural World: Foundations of Human Ecology	ENST
1768	ENST 21501	Genealogies of Environmental Organizing and Activism	ENST
1769	ENST 21502	Problems of Community	ENST
1770	ENST 21503	Practicing Community Studies	ENST
1771	ENST 21504	Theory and Practice of Urban Agriculture	ENST
1772	ENST 21800	Economics and Environmental Policy	ENST
1773	ENST 21822	Creative Ecologies: Environmental and Multispecies Storytelling	ENST
1774	ENST 21900	Historical Geography of the United States	ENST
1775	ENST 22101	Changing America in the Last 100 Years	ENST
1776	ENST 22102	Methods in Environmental Humanities	ENST
1777	ENST 22119	Ecofeminisms: Feminist Theory and Climate Justice	ENST
1778	ENST 22147	Intro to Genres: The River's Running Course	ENST
1779	ENST 22207	Posthuman Becoming	ENST
1780	ENST 22211	Riding about the South Side	ENST
1781	ENST 22300	South Side Ecologies	ENST
1782	ENST 22301	Digital Geographies of Climate Justice	ENST
1783	ENST 22311	Berlin: Conflict, Community, and Sustainability	ENST
1784	ENST 22330	Flooding the World: Creation and Restoration in the Levant, Mesopotamia, and India	ENST
1785	ENST 22550	Performing Nature	ENST
1786	ENST 22708	Planetary Britain, 1600-1900	ENST
1787	ENST 23100	Environmental Law	ENST
1788	ENST 23210	Urban Core in Paris	ENST
1789	ENST 23289	Marine Ecology	ENST
1790	ENST 23401	Revision, Expression & Portfolio Design	ENST
1791	ENST 23505	Environmental Ethics	ENST
1792	ENST 23517	Introduction to Critical Spatial Media: Visualizing Urban, Environmental, and Planetary Change	ENST
1793	ENST 23550	Urban Ecology and the Nature of Cities	ENST
1794	ENST 23645	Farms as Factories: Industrial Ideals in 'Modern' Agriculture	ENST
1795	ENST 23777	Geographical Issues in Housing and Community Development	ENST
1796	ENST 23825	Social Theory of the City	ENST
1797	ENST 23900	Environmental Chemistry	ENST
1798	ENST 24000	Is It Ethical to Have Children in the Climate Crisis?  100 Units	ENST
1799	ENST 24102	Environmental Politics	ENST
1800	ENST 24110	Nature and the Natural in the Middle Ages	ENST
1801	ENST 24190	Imagining Chicago's Common Buildings	ENST
1802	ENST 24191	City Imagined, City Observed	ENST
1803	ENST 24196	Second Nature: New Models for the Chicago Park District	ENST
1804	ENST 24199	The Life of Buildings	ENST
1805	ENST 24270	Children & Architecture	ENST
1806	ENST 24600	Introduction to Urban Sciences	ENST
1807	ENST 24660	Urban Geography	ENST
1808	ENST 24701	U	ENST
1809	ENST 24705	Energy:  Science, Technology, and Human Usage	ENST
1810	ENST 24776	International Environmental Policy	ENST
1811	ENST 24918	Early Traveling Writing: Pausanias in Roman Greece	ENST
1812	ENST 25000	The Amazon: Literature, Culture, Environment	ENST
1813	ENST 25014	Introduction to Environmental History	ENST
1814	ENST 25111	Visualization and Biology: Science, Culture, and Representation	ENST
1815	ENST 25500	Biogeography	ENST
1816	ENST 25704	Environmental Justice in Chicago	ENST
1817	ENST 25705	Climate Ethics	ENST
1818	ENST 25715	The Bible and Ecology	ENST
1819	ENST 26000	Chicago Neighborhoods	ENST
1820	ENST 26005	Cities by Design	ENST
1821	ENST 26008	Historic Preservation Studio	ENST
1822	ENST 26070	Explorations of Mars	ENST
1823	ENST 26100	Roots of the Modern American City	ENST
1824	ENST 26170	Why Do Animals Talk? Beastly Worlds in South Asian Literature	ENST
1825	ENST 26255	Environmental Justice Field Research Project I	ENST
1826	ENST 26260	Environmental Justice in Principle and Practice I	ENST
1827	ENST 26261	Environmental Justice in Principle and Practice II	ENST
1828	ENST 26322	A History of Public Spaces in Mexico, 1520-2020	ENST
1829	ENST 26366	Planning for Land and Life in the Calumet	ENST
1830	ENST 26367	Objects, Place and Power	ENST
1831	ENST 26368	Environmental Transitions and Unnatural Histories	ENST
1832	ENST 26374	Ethnographic Methods in Chicago	ENST
1833	ENST 26382	Development and Environment in Latin America	ENST
1834	ENST 26383	Mapping Global Chicago: Immigration Law, Policy & Diaspora	ENST
1835	ENST 26388	Food Justice and Biodiversity in Latin America	ENST
1836	ENST 26511	Cities from Scratch:  The History of Urban Latin America	ENST
1837	ENST 26801	The Global Urban	ENST
1838	ENST 27002	Compiling and Mediating Environmental History	ENST
1839	ENST 27110	Spatial Thinking in Historical Cartography	ENST
1840	ENST 27111	Cartographic Design and Geovisualization	ENST
1841	ENST 27155	Urban Design with Nature	ENST
1842	ENST 27325	Urban Ecology in the Calumet Region	ENST
1843	ENST 27400	Epidemiology and Population Health	ENST
1844	ENST 27450	Cities in Motion: the Architecture of Public Transit	ENST
1845	ENST 27521-27522	Energy in World Civilizations I-II	ENST
1846	ENST 27521	Energy in World Civilizations I	ENST
1847	ENST 27522	Energy in World Civilizations II	ENST
1848	ENST 27534	The Aspirational City: Chicago's Multicultural Communities	ENST
1849	ENST 27700	Sensing the Anthropocene	ENST
1850	ENST 28307	Global Environmental Humanities	ENST
1851	ENST 28702	Introduction to GIS and Spatial Analysis	ENST
1852	ENST 28722	Spatial Cognition	ENST
1853	ENST 28728	Climate Change and Society: Human Impacts, Adaptation, and Policy Solutions	ENST
1854	ENST 28800	Readings in Spatial Analysis	ENST
1855	ENST 28925	Health Impacts of Transportation Policies	ENST
1856	ENST 29400	Climate Change and Human Mobility	ENST
1857	ENST 29801	BA Colloquium I	ENST
1858	ENST 29802	BA Colloquium II	ENST
1859	CEGU 13132	Ecology in the Anthropocene	CEGU
1860	CEGU 20001	Climate Change, Environment, and Society	CEGU
1861	CEGU 20002	The Politics of Environmental Knowledge	CEGU
1862	CEGU 20003	Global Environmental Change	CEGU
1863	CEGU 20061	Ancient Landscapes I	CEGU
1864	CEGU 20062	Ancient Landscapes II	CEGU
1865	CEGU 20107	Nature and Technology in the Capitalist Mode of Production	CEGU
1866	CEGU 20150	Sustainable Urban Development	CEGU
1867	CEGU 20154	Class, Race and Urban Space: Producing The City	CEGU
1868	CEGU 20160	Cities on Screen	CEGU
1869	CEGU 20164	Exhibiting the Environmental Humanities: Curatorial Practicum	CEGU
1870	CEGU 20170	Pandemics, Urban Space, and Public Life	CEGU
1871	CEGU 20180	Writing the City	CEGU
1872	CEGU 20198	Biodiversity	CEGU
